ROI,t_statistic,Cohen_d,p_value,p_fdr
SA_bankssts,-3.9481006149962887,0.5686578767303775,0.0001092505583066049,0.0007429037964849133
SA_caudalanteriorcingulate,-1.9967611238174072,0.29908854920956873,0.04721389873593047,0.09442779747186093
SA_caudalmiddlefrontal,0.2953318073403385,-0.025566109575528993,0.7680483294319622,0.7680483294319622
SA_cuneus,-2.8490281494101377,0.4103888566076522,0.004846374484649474,0.013731394373173509
SA_entorhinal,0.7948274994895445,-0.11874796124100018,0.4276607713835002,0.4862576722832393
SA_fusiform,-2.239532015755389,0.30154101409310924,0.026227804977399165,0.06369609780225512
SA_inferiorparietal,-1.6471722205187525,0.22582017120756329,0.10110080092659096,0.1652940264030845
SA_inferiortemporal,-0.9828118301541112,0.14927763286041376,0.32689343167290197,0.4136275791429333
SA_isthmuscingulate,-5.985797209536459,0.840993488178052,9.883065175348141e-09,3.360242159618368e-07
SA_lateraloccipital,-1.7421759083193524,0.2537390942701733,0.08302264406247228,0.15682054989578098
SA_lateralorbitofrontal,-4.92346085072153,0.6996361814589276,1.78169237041249e-06,1.5144385148506166e-05
SA_lingual,-0.6477788190155438,0.07498312609428424,0.5178746608934093,0.5502418271992474
SA_medialorbitofrontal,-3.2567578225696074,0.4582698009962904,0.0013247951020633265,0.0050047814966836775
SA_middletemporal,-3.598279292453831,0.5043793944589623,0.000404234703037418,0.0022906633172120354
SA_parahippocampal,-3.281879197926732,0.4540701386101468,0.0012177918021181197,0.0050047814966836775
SA_paracentral,-1.5266756405267616,0.2214409678487142,0.12842949257849193,0.1898522933769011
SA_parsopercularis,0.6570370428698548,-0.10506917718109057,0.5119162520217878,0.5502418271992474
SA_parsorbitalis,-1.4352238085961788,0.208244792257944,0.15279316786041677,0.2103762044672521
SA_parstriangularis,-3.475250464877921,0.5128514796911253,0.0006264191405495322,0.0030426072540977282
SA_pericalcarine,-1.4285948908493038,0.19908608491305435,0.1546883856376854,0.2103762044672521
SA_postcentral,-2.9279800524925736,0.4234431750189989,0.003809308251410088,0.011774225504358454
SA_posteriorcingulate,-5.461183564579937,0.7803052184834336,1.400934452207742e-07,1.5877257125021075e-06
SA_precentral,-2.057710870589659,0.3034612917572457,0.040921519681194875,0.0869582293225391
SA_precuneus,-2.2789342132269494,0.32316029272061547,0.0237323260984655,0.06206916056521747
SA_rostralanteriorcingulate,-5.511714013500393,0.7756256076083821,1.0929253381248332e-07,1.5877257125021075e-06
SA_rostralmiddlefrontal,-0.8339980044561084,0.12271827396635784,0.4052820853389242,0.4862576722832393
SA_superiorfrontal,-0.792434750888804,0.10697222385319406,0.4290508873087405,0.4862576722832393
SA_superiorparietal,-1.619353273918544,0.243506166829614,0.10695495826081938,0.1652940264030845
SA_superiortemporal,-1.6378092448418828,0.24222269322596396,0.10304172152385258,0.1652940264030845
SA_supramarginal,-2.0958515388219165,0.29262325780518145,0.037359828268891435,0.08468227740948725
SA_frontalpole,0.3494268209837339,-0.06279598598314952,0.7271383871723183,0.7491728837532976
SA_temporalpole,-0.9796082235085165,0.1261138755635908,0.3284689599076235,0.4136275791429333
SA_transversetemporal,-2.932363706024223,0.4151642435984729,0.003758169025501324,0.011774225504358454
SA_insula,-1.6815908139842313,0.24274232039064544,0.09421684929454137,0.1652940264030845
